rgb,cmyk,url,dark,ral,nameDE,nameEN,range
EAEBE0,0 0 4 7,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-110-93-05/7680,1,110 93 05,Bastweiß,Raffia white,Grüntöne
F3F4EF,0 0 2 4,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-110-96-02/7681,1,110 96 02,Waschweiß,Laundry white,Grüntöne
42443D,2 0 10 73,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-30-05/7682,0,120 30 05,Racinggrün,Racing green,Grüntöne
424739,7 0 19 72,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-30-10/7683,0,120 30 10,Landhausgrün,Country house green,Grüntöne
404A2E,13 0 37 70,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-30-20/7684,0,120 30 20,Avocadodunkelgrün,Avocado dark green,Grüntöne
5A5C55,2 0 7 63,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-40-05/7685,0,120 40 05,Englischgrün,English green,Grüntöne
595E4F,5 0 15 63,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-40-10/7686,0,120 40 10,Mandelgrün,Almond green,Grüntöne
576044,9 0 29 62,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-40-20/7687,0,120 40 20,Kaktusgrün,Cactus green,Grüntöne
546438,16 0 43 60,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-40-30/7688,0,120 40 30,Basilikumgrün,Basil green,Grüntöne
4E6923,25 0 66 58,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-40-40/7689,0,120 40 40,Paprikagrün,Pepper green,Grüntöne
73756D,1 0 6 54,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-50-05/7690,0,120 50 05,Rauchgrün,Smoke green,Grüntöne
717767,5 0 13 53,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-50-10/7691,0,120 50 10,Samtgrüngrau,Velvet green grey,Grüntöne
707A5A,8 0 26 52,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-50-20/7692,0,120 50 20,Papageiengrün,Parrot green,Grüntöne
6C7C4C,12 0 38 51,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-50-30/7693,0,120 50 30,Quarzgrün,Quartz green,Grüntöne
67823F,20 0 51 49,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-50-40/7694,0,120 50 40,Heckengrün,Hedge green,Grüntöne
638131,23 0 62 49,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-50-50/7695,0,120 50 50,Birkenblattgrün,Birch leaf green,Grüntöne
8F9289,2 0 6 42,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-60-05/7696,1,120 60 05,Bläulichgrau,Bluish grey,Grüntöne
8B9081,3 0 10 43,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-60-10/7697,1,120 60 10,Lavendelblattgrün,Lavender leaf green,Grüntöne
889372,7 0 22 42,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-60-20/7698,1,120 60 20,Mostbirnengrün,Cider pear green,Grüntöne
879866,11 0 32 40,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-60-30/7699,1,120 60 30,Vesuviangrün,Vesuvian green,Grüntöne
839A58,14 0 42 39,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-60-40/7700,1,120 60 40,Bambusgrasgrün,Bamboo grass green,Grüntöne
7F9D4A,19 0 52 38,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-60-50/7701,1,120 60 50,Aloeveragrün,Aloe vera green,Grüntöne
789E39,24 0 63 38,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-60-60/7702,0,120 60 60,Mambagrün,Mamba green,Grüntöne
75A133,27 0 68 36,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-60-63/7703,1,120 60 63,Leuchtendgrün,Luminescent green,Grüntöne
A8ABA1,1 0 5 32,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-70-05/7704,1,120 70 05,Lorbeergrau,Laurel grey,Grüntöne
A6AB99,2 0 10 32,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-70-10/7705,1,120 70 10,Nilgrün,Nile green,Grüntöne
A3AE8C,6 0 19 31,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-70-20/7706,1,120 70 20,Filigrangrün,Filigree green,Grüntöne
A1B37F,10 0 29 29,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-70-30/7707,1,120 70 30,Serpentingrün,Serpentine green,Grüntöne
9DB771,14 0 38 28,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-70-40/7708,1,120 70 40,Birkenhellgrün,Light birch green,Grüntöne
99B861,16 0 47 27,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-70-50/7709,1,120 70 50,Waldrebengrün,Clematis green,Grüntöne
92B651,19 0 55 28,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-70-60/7710,1,120 70 60,Turmalingrün,Tourmaline green,Grüntöne
90BC44,23 0 63 26,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-70-70/7711,1,120 70 70,Cocktailgrün,Cocktail green,Grüntöne
8AB936,25 0 70 27,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-70-75/7712,1,120 70 75,Brillantgrün,Brilliant green,Grüntöne
C3C6BD,1 0 4 22,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-80-05/7713,1,120 80 05,Staubgrün,Dust green,Grüntöne
C1C7B3,3 0 10 21,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-80-10/7714,1,120 80 10,Jugendstilgrün,Modern Style green,Grüntöne
BFCBA7,5 0 17 20,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-80-20/7715,1,120 80 20,Avocadocreme,Avocado cream,Grüntöne
BBCE96,9 0 27 19,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-80-30/7716,1,120 80 30,Naturgrün,Natural green,Grüntöne
B8D288,12 0 35 17,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-80-40/7717,1,120 80 40,Sommergrün,Summer green,Grüntöne
B3D579,15 0 43 16,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-80-50/7718,1,120 80 50,Modegrün,Fashion green,Grüntöne
B0D86C,18 0 49 15,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-80-60/7719,1,120 80 60,Neongrün,Neon green,Grüntöne
D1D4CA,1 0 4 16,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-85-05/7720,1,120 85 05,Kreidegrün,Chalk green,Grüntöne
CED6C2,3 0 9 16,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-85-10-/7721,1,120 85 10 ,Federleichtgrün,Light feather green,Grüntöne
CDD9B3,5 0 17 14,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-85-20/7722,1,120 85 20,Seegrün,Lake green,Grüntöne
CBDEA3,8 0 26 12,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-85-30/7723,1,120 85 30,Aquagrün,Aqua green,Grüntöne
DFE2D7,1 0 4 11,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-90-05/7724,1,120 90 05,Maiglöckchenweiß,Lily of the valley white,Grüntöne
E2E7D2,2 0 9 9,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-90-10/7725,1,120 90 10,Hellpistazie,Pale pistachio,Grüntöne
DCE8C1,5 0 16 9,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-90-20/7726,1,120 90 20,Kiwisorbetgrün,Kiwi sorbet green,Grüntöne
D9ECB1,8 0 25 7,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-90-30/7727,1,120 90 30,Eiskaltgrün,Ice-cold green,Grüntöne
E9ECE0,1 0 5 7,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-120-93-05/7728,1,120 93 05,Hauchweißgrün,Touch of white green,Grüntöne
41483B,9 0 18 71,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-30-10/7729,0,130 30 10,Aramealgengrün,Arame seaweed green,Grüntöne
3C4A30,18 0 35 70,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-30-20/7730,0,130 30 20,Seetanggrün,Kelp green,Grüntöne
5A6053,6 0 13 62,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-40-10/7731,0,130 40 10,Sanftoliv,Soft olive,Grüntöne
526145,15 0 28 61,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-40-20/7732,0,130 40 20,Alpenseegrün,Alpine lake green,Grüntöne
4F643B,20 0 40 60,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-40-30/7733,0,130 40 30,Edelsteingrün,Gemstone green,Grüntöne
6E7768,7 0 12 53,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-50-10/7734,0,130 50 10,Dubuffetgrün,Dubuffet green,Grüntöne
6B7C5E,13 0 24 51,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-50-20/7735,0,130 50 20,Spanischgrün,Spanish green,Grüntöne
657E51,19 0 35 50,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-50-30/7736,0,130 50 30,Algengrün,Algae green,Grüntöne
5F8146,26 0 45 49,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-50-40/7737,0,130 50 40,Peperonigrün,Hot pepper green,Grüntöne
58823B,32 0 54 49,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-50-50/7738,0,130 50 50,Smaragdklargrün,Emerald clear green,Grüntöne
899283,6 0 10 42,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-60-10/7739,1,130 60 10,Salbeimattgrün,Matte sage green,Grüntöne
849477,10 0 19 41,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-60-20/7740,1,130 60 20,Altgrün,Old green,Grüntöne
7E976B,16 0 29 40,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-60-30/7741,1,130 60 30,Erbsauberginengrün,Pea aubergine green,Grüntöne
789A5E,22 0 38 39,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-60-40/7742,1,130 60 40,Grashüpfergrün,Grasshopper green,Grüntöne
719D50,28 0 49 38,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-60-50/7743,1,130 60 50,Parisergrün,Parisian green,Grüntöne
69A044,34 0 57 37,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-60-60/7744,1,130 60 60,Urgrün,Primal green,Grüntöne
A4AE9E,5 0 9 31,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-70-10/7745,1,130 70 10,Kalkgrün,Limestone green,Grüntöne
A0B191,9 0 18 30,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-70-20/7746,1,130 70 20,Seifengrün,Soap green,Grüntöne
98B484,15 0 26 29,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-70-30/7747,1,130 70 30,Aquarellgrün,Watercolour green,Grüntöne
93B676,19 0 35 28,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-70-40/7748,1,130 70 40,Vangoghgrün,Vangogh green,Grüntöne
8DBA6C,24 0 41 27,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-70-50/7749,1,130 70 50,Apfelgrün,Apple green,Grüntöne
85BD5D,29 0 50 25,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-70-60/7750,1,130 70 60,Ultragrün,Ultra green,Grüntöne
C0C8B7,4 0 8 21,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-80-10/7751,1,130 80 10,Jadehellgrün,Jade light green,Grüntöne
BACCAB,8 0 16 19,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-80-20/7752,1,130 80 20,Emaillegrün,Enamel green,Grüntöne
B5D09E,12 0 24 18,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-80-30/7753,1,130 80 30,Pastellgrün,Pastel green,Grüntöne
AFD492,17 0 31 16,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-80-40/7754,1,130 80 40,Jasmingrün,Jasmine green,Grüntöne
A9D684,21 0 38 16,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-80-50/7755,1,130 80 50,Kristallgrün,Crystal green,Grüntöne
CFD5CB,2 0 4 16,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-85-05/7756,1,130 85 05,Traubenölgrün,Grape oil green,Grüntöne
CDD7C4,4 0 8 15,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-85-10/7757,1,130 85 10,Duchamplichtgrün,Duchamp light green,Grüntöne
C7DAB8,8 0 15 14,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-85-20/7758,1,130 85 20,Bleichhellgrün,Pallid light green,Grüntöne
C4DEAC,11 0 22 12,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-85-30/7759,1,130 85 30,Viridingrün,Viridine green,Grüntöne
DDE2D8,2 0 4 11,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-90-05/7760,1,130 90 05,Silberpappelweiß,Silver poplar white,Grüntöne
DEE8D4,4 0 8 9,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-90-10/7761,1,130 90 10,Mediterrangrün,Mediterranean green,Grüntöne
D6E9C5,8 0 15 8,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-90-20/7762,1,130 90 20,Frühlingsgrün,Spring green,Grüntöne
E7ECE2,2 0 4 7,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-130-93-05/7763,1,130 93 05,Bohnenweiß,Bean white,Grüntöne
2D322D,9 0 9 80,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-20-05/7764,0,140 20 05,Melanitschwarzgrün,Melanite black green,Grüntöne
2B3528,18 0 24 79,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-20-10/7765,0,140 20 10,Gebirgsgrün,Mountain range green,Grüntöne
2A3927,26 0 31 77,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-20-20/7766,0,140 20 20,Bayrischgrün,Bavarian green,Grüntöne
444944,6 0 6 71,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-30-05/7767,0,140 30 05,Schwarzwaldgrün,Black Forest green,Grüntöne
404B3D,14 0 18 70,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-30-10/7768,0,140 30 10,Kupferkiesgrün,Copper pyrite green,Grüntöne
3B4E36,24 0 30 69,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-30-20/7769,0,140 30 20,Brennnesselgrün,Nettle green,Grüntöne
32532A,39 0 49 67,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-30-30/7770,0,140 30 30,Edelkastaniengrün,Chestnut green,Grüntöne
2B532A,48 0 49 67,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-30-40/7771,0,140 30 40,Förstergrün,Ranger green,Grüntöne
5A5F59,5 0 6 62,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-40-05/7772,0,140 40 05,Steingrün,Stone green,Grüntöne
556053,11 0 13 62,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-40-10/7773,0,140 40 10,Lodengrün,Loden green,Grüntöne
4C6248,22 0 26 61,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-40-20/7774,0,140 40 20,Akaziengrün,Acacia green,Grüntöne
47663F,30 0 38 60,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-40-30/7775,0,140 40 30,Pfaugrün,Peacock green,Grüntöne
406B37,40 0 48 58,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-40-40/7776,0,140 40 40,Radikalgrün,Radical green,Grüntöne
3B6F31,46 0 55 56,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-40-50/7777,0,140 40 50,Brasilgrün,Brazilian green,Grüntöne
70766F,5 0 5 53,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-50-05/7778,0,140 50 05,Silberahorngrün,Silver maple green,Grüntöne
6D786B,9 0 10 52,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-50-10/7779,0,140 50 10,Edeltannengrün,Fir spruce green,Grüntöne
667B60,17 0 21 51,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-50-20/7780,0,140 50 20,Silberweidengrün,Silver willow green,Grüntöne
608056,25 0 32 49,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-50-30/7781,0,140 50 30,Wandergrün,Rambling green,Grüntöne
55824B,34 0 42 49,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-50-40/7782,0,140 50 40,Guineagrün,Guinean green,Grüntöne
4F8744,41 0 49 47,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-50-50/7783,0,140 50 50,Bergwiesengrün,Mountain meadow green,Grüntöne
458938,49 0 59 46,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-50-60/7784,0,140 50 60,Temperamentgrün,Temperamental green,Grüntöne
898F89,4 0 4 43,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-60-05/7785,1,140 60 05,Camouflagegrün,Camouflage green,Grüntöne
849183,8 0 9 43,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-60-10/7786,1,140 60 10,Silberlindengrau,Silver linden grey,Grüntöne
80987B,15 0 19 40,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-60-20/7787,1,140 60 20,Spinatgrün,Spinach green,Grüntöne
789B6F,22 0 28 39,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-60-30/7788,1,140 60 30,Schwarzdorngrün,Blackthorn green,Grüntöne
729E65,27 0 36 38,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-60-40/7789,1,140 60 40,Frischgrün,Fresh green,Grüntöne
67A05A,35 0 43 37,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-60-50/7790,1,140 60 50,Petersiliengrün,Parsley green,Grüntöne
5FA251,41 0 50 36,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-60-60/7791,1,140 60 60,Oreganogrün,Oregano green,Grüntöne
57A549,47 0 55 35,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-60-70/7792,0,140 60 70,Ballongrün,Balloon green,Grüntöne
A4AAA3,3 0 4 33,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-70-05/7793,1,140 70 05,Ginkgogrün,Ginkgo green,Grüntöne
9EAC9E,8 0 8 32,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-70-10/7794,1,140 70 10,Wermutgrün,Wormwood green,Grüntöne
98B194,14 0 16 30,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-70-20/7795,1,140 70 20,Taugrün,Dew green,Grüntöne
90B589,20 0 24 29,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-70-30/7796,1,140 70 30,Anisblattgrün,Aniseed leaf green,Grüntöne
8BB97F,24 0 31 27,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-70-40/7797,1,140 70 40,Sauergrün,Sour green,Grüntöne
7FBA71,31 0 39 27,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-70-50/7798,1,140 70 50,Acidgrün,Acid green,Grüntöne
7ABF68,36 0 45 25,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-70-60/7799,1,140 70 60,Dropsgrün,Drop green,Grüntöne
C2C7BF,2 0 4 21,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-80-05/7800,1,140 80 05,Weidengrün,Willow green,Grüntöne
BCC9B9,6 0 7 21,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-80-10/7801,1,140 80 10,Pastellgraugrün,Pastel grey green,Grüntöne
B4CDAD,12 0 15 19,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-80-20/7802,1,140 80 20,Giopontigrün,Gio Ponti green,Grüntöne
ACD1A3,17 0 22 18,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-80-30/7803,1,140 80 30,Entspannungsgrün,Relaxation green,Grüntöne
A1D597,24 0 29 16,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-80-40/7804,1,140 80 40,Dentistgrün,Dentist green,Grüntöne
CED6CD,3 0 4 16,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-85-05/7805,1,140 85 05,Taubnesselweiß,Deadnettle white,Grüntöne
CAD8C8,6 0 7 15,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-85-10/7806,1,140 85 10,Lauchweiß,Leek white,Grüntöne
C2DCBB,11 0 15 13,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-85-20/7807,1,140 85 20,Kalkschiefer,Limestone slate,Grüntöne
B9E0B1,17 0 20 12,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-85-30/7808,1,140 85 30,Minzcocktailgrün,Mint cocktail green,Grüntöne
DFE5DA,2 0 4 10,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-90-05/7809,1,140 90 05,Rosmarinweiß,Rosemary white,Grüntöne
DAE7D4,5 0 8 9,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-90-10/7810,1,140 90 10,Hauchgrün,Touch of green,Grüntöne
E7EEE4,2 0 4 6,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-140-93-05/7811,1,140 93 05,Kastanienweiß,Chestnut white,Grüntöne
404C42,15 0 13 70,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-30-10/7812,0,150 30 10,Thymiangrün,Thyme green,Grüntöne
374F3C,30 0 24 69,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-30-20/7813,0,150 30 20,Moselgrün,Moselle green,Grüntöne
2D5034,43 0 35 68,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-30-30/7814,0,150 30 30,Berggrün,Mountain green,Grüntöne
546156,13 0 11 61,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-40-10/7815,0,150 40 10,Filzgrün,Felt green,Grüntöne
4D6550,23 0 20 60,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-40-20/7816,0,150 40 20,Prallgrün,Firm green,Grüntöne
416747,36 0 31 59,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-40-30/7817,0,150 40 30,Genevergrün,Genever green,Grüntöne
366A3F,49 0 40 58,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-40-40/7818,0,150 40 40,Tintengrün,Ink green,Grüntöne
2D6B3B,57 0 44 58,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-40-50/7819,0,150 40 50,Irlandgrün,Ireland green,Grüntöne
6A786C,11 0 9 52,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-50-10/7820,0,150 50 10,Salbeigrüngrau,Sage green grey,Grüntöne
627D66,21 0 18 50,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-50-20/7821,0,150 50 20,Koreaminze,Korean mint,Grüntöne
5A825F,30 0 26 49,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-50-30/7822,0,150 50 30,Feldgrün,Field green,Grüntöne
52855C,38 0 30 47,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-50-40/7823,0,150 50 40,Selleriegrün,Celery green,Grüntöne
458752,48 0 39 47,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-50-50/7824,0,150 50 50,Sattgrün,Rich green,Grüntöne
3C8A4D,56 0 44 45,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-50-60/7825,0,150 50 60,Kaltgrün,Cold green,Grüntöne
869489,9 0 7 41,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-60-10/7826,1,150 60 10,Spitzkohlgrün,Pointed cabbage green,Grüntöne
7C9881,18 0 15 40,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-60-20/7827,1,150 60 20,Orientgrün,Orient green,Grüntöne
729A78,25 0 22 39,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-60-30/7828,1,150 60 30,Rosmaringrün,Rosemary green,Grüntöne
689E6F,34 0 29 38,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-60-40/7829,0,150 60 40,Mosaikgrün,Mosaic green,Grüntöne
60A36C,41 0 33 36,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-60-50/7830,1,150 60 50,Flummigrün,Bouncy ball green,Grüntöne
4FA25E,51 0 41 36,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-60-60/7831,0,150 60 60,Energiegrün,Energy green,Grüntöne
9EADA1,8 0 6 32,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-70-10/7832,1,150 70 10,Teegrün,Tea green,Grüntöne
96B39B,16 0 13 29,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-70-20/7833,1,150 70 20,Liebermanngrün,Liebermann green,Grüntöne
8CB892,23 0 20 27,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-70-30/7834,1,150 70 30,Wachstuchgrün,Oilcloth green,Grüntöne
82BA8A,30 0 25 27,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-70-40/7835,1,150 70 40,Jadesteingrün,Jade stone green,Grüntöne
77BD80,37 0 32 25,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-70-50/7836,1,150 70 50,Grünspanfarben,Verdigris coloured,Grüntöne
BBCABD,7 0 6 20,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-80-10/7837,1,150 80 10,Organzagrün,Organza green,Grüntöne
B1CFB5,14 0 12 18,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-80-20/7838,1,150 80 20,Pastellminzgrün,Pastel mint green,Grüntöne
A6D3AE,21 0 17 17,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-80-30/7839,1,150 80 30,Knallgrün,Bright green,Grüntöne
9DD8A5,27 0 23 15,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-80-40/7840,1,150 80 40,Perlmuttgrün,Mother-of-pearl green,Grüntöne
CCD5CD,4 0 3 16,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-85-05/7841,1,150 85 05,Spargelweiß,Asparagus white,Grüntöne
C8D8C9,7 0 6 15,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-85-10/7842,1,150 85 10,Transparentweiß,Transparent white,Grüntöne
BFDDC0,13 0 13 13,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-85-20/7843,1,150 85 20,Bleichgrün,Pallid green,Grüntöne
DBE3D9,3 0 4 10,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-90-05/7844,1,150 90 05,Mineralweiß,Mineral white,Grüntöne
D8E8D7,6 0 7 9,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-90-10/7845,1,150 90 10,Alabastergrün,Alabaster green,Grüntöne
E4EDE3,3 0 4 7,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-150-93-05/7846,1,150 93 05,Quarkweiß,Quark white,Grüntöne
2F3532,11 0 5 79,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-160-20-05/7847,0,160 20 05,Beryllschwarzgrün,Beryl black green,Grüntöne
29362F,24 0 12 78,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-160-20-10/7848,0,160 20 10,Schalmuschelgrün,Mussel green,Grüntöne
22372A,38 0 23 78,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-160-20-15/7849,0,160 20 15,Kürbisgrünschwarz,Pumpkin green black,Grüntöne
1F3429,40 0 21 79,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-160-20-20/7850,0,160 20 20,Opulentgrün,Opulent green,Grüntöne
