rgb,cmyk,url,dark,ral,nameDE,nameEN,range
734382,11 48 0 49,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-40-40/8646,0,320 40 40,Veilchenpurpur,Violet purple,Rottöne
767279,2 5 0 52,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-50-05/8647,0,320 50 05,Grauviolett,Grey violet,Rottöne
7A6E7E,3 12 0 50,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-50-10/8648,0,320 50 10,Britischgrauviolett,British grey mauve,Rottöne
7D6B83,4 18 0 48,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-50-15/8649,0,320 50 15,Parmagrau,Parma grey,Rottöne
826A88,4 22 0 46,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-50-20/8650,0,320 50 20,Alpenveilchen,Cyclamen,Rottöne
83648D,7 29 0 44,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-50-25/8651,0,320 50 25,Poesielila,Poetry mauve,Rottöne
876393,8 32 0 42,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-50-30/8652,0,320 50 30,Violagrau,Viola grey,Rottöne
895C95,8 38 0 41,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-50-35/8653,0,320 50 35,Astervioletta,Aster violetta,Rottöne
8C5D9B,9 39 0 39,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-50-40/8654,0,320 50 40,Empireviolett,Empire violet,Rottöne
918C94,2 5 0 41,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-60-05/8655,1,320 60 05,Aragonitgrau,Aragonite grey,Rottöne
948998,2 9 0 40,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-60-10/8656,1,320 60 10,Kreideviolett,Chalk violet,Rottöne
98869E,3 15 0 38,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-60-15/8657,1,320 60 15,Amethystgrauviolett,Amethyst grey violet,Rottöne
9B80A2,4 20 0 36,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-60-20/8658,1,320 60 20,Wunderveilchen,Wonder violet,Rottöne
9D7EA7,5 24 0 34,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-60-25/8659,1,320 60 25,Nachtschattenviolett,Nightshade violet,Rottöne
A17AAD,6 29 0 32,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-60-30/8660,1,320 60 30,Lobbylila,Lobby lilac,Rottöne
A477B0,6 32 0 30,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-60-35/8661,1,320 60 35,Sorbetbrombeer,Blackberry sorbet,Rottöne
ABA5AE,1 5 0 31,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-70-05/8662,1,320 70 05,Holundergrau,Elderberry grey,Rottöne
AEA1B4,3 10 0 29,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-70-10/8663,1,320 70 10,Glockenblumenviolett,Bellflower violet,Rottöne
B19EB9,4 14 0 27,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-70-15/8664,1,320 70 15,Quarzviolett,Quartz violet,Rottöne
B99DC1,4 18 0 24,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-70-20/8665,1,320 70 20,Strandflieder,Beach lilac,Rottöne
BB97C4,4 22 0 23,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-70-25/8666,1,320 70 25,Fliederpink,Lilac pink,Rottöne
C8C1C9,0 3 0 21,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-80-05/8667,1,320 80 05,Hellviolett,Light violet,Rottöne
CCBECF,1 8 0 18,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-80-10/8668,1,320 80 10,Amethysthellviolett,Amethyst light violet,Rottöne
CFB9D3,1 12 0 17,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-80-15/8669,1,320 80 15,Kosmetiklila,Cosmetic mauve,Rottöne
D4CED6,0 3 0 16,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-85-05/8670,1,320 85 05,Brombeercreme,Blackberry cream,Rottöne
DACBDD,1 8 0 13,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-85-10/8671,1,320 85 10,Ametrinquarz,Ametrine quartz,Rottöne
E6DFE5,0 3 0 9,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-320-90-05/8672,1,320 90 05,Apatitrosa,Apatite pink,Rottöne
40283E,0 37 3 74,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-20-20/8673,0,330 20 20,Tiefgrundlila,Profound mauve,Rottöne
452543,0 46 2 72,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-20-25/8674,0,330 20 25,Opulentlila,Opulent mauve,Rottöne
523F51,0 23 1 67,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-30-15/8675,0,330 30 15,Korinthenviolett,Currant violet,Rottöne
563C54,0 30 2 66,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-30-20/8676,0,330 30 20,Mexikanischpurpur,Mexican purple,Rottöne
593857,0 37 2 65,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-30-25/8677,0,330 30 25,Parmapflaumenrot,Parma plum red,Rottöne
5E355A,0 43 4 63,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-30-30/8678,0,330 30 30,Intensivpurpur,Intense purple,Rottöne
63315E,0 50 5 61,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-30-35/8679,0,330 30 35,Opulentpurpur,Opulent purple,Rottöne
652A5F,0 58 5 60,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-30-40/8680,0,330 30 40,Intensivlila,Intense mauve,Rottöne
665966,0 12 0 60,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-40-10/8681,0,330 40 10,Patinaviolett,Patina violet,Rottöne
6A5669,0 18 0 58,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-40-15/8682,0,330 40 15,Dunkelpurpurgrau,Dark purple grey,Rottöne
6E546E,0 23 0 56,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-40-20/8683,0,330 40 20,Amaranthrot,Amaranth red,Rottöne
725071,0 29 0 55,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-40-25/8684,0,330 40 25,Tiefmagenta,Deep magenta,Rottöne
784C74,0 36 3 52,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-40-30/8685,0,330 40 30,Phloxblumenviolett,Phloxflower violet,Rottöne
7C4978,0 41 3 51,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-40-35/8686,0,330 40 35,Distellila,Thistle mauve,Rottöne
7C4278,0 46 3 51,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-40-40/8687,0,330 40 40,Visionarot,Visiona red,Rottöne
813D7A,0 52 5 49,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-40-45/8688,0,330 40 45,Purpuritrot,Purpurite red,Rottöne
7D6F7D,0 11 0 50,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-50-10/8689,0,330 50 10,Jutegrau,Burlap grey,Rottöne
836D82,0 16 0 48,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-50-15/8690,0,330 50 15,Saphirrosa,Sapphire pink,Rottöne
876A86,0 21 0 47,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-50-20/8691,0,330 50 20,Prachtnelkenlila,Dianthus mauve,Rottöne
8B6789,0 25 1 45,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-50-25/8692,0,330 50 25,Kristallrosa,Crystal pink,Rottöne
90648E,0 30 1 43,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-50-30/8693,0,330 50 30,Tulipanviolett,Tulipan violet,Rottöne
936091,0 34 1 42,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-50-35/8694,0,330 50 35,Violettrot,Violet red,Rottöne
985A92,0 40 3 40,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-50-40/8695,0,330 50 40,Orchideenpurpur,Orchid purple,Rottöne
978998,0 9 0 40,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-60-10/8696,1,330 60 10,Greigeviolett,Greige violet,Rottöne
9D869D,0 14 0 38,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-60-15/8697,1,330 60 15,Vesuvianviolett,Vesuvian violet,Rottöne
A283A0,0 19 1 36,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-60-20/8698,1,330 60 20,Enzianviolett,Gentian violet,Rottöne
A47EA1,0 23 1 35,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-60-25/8699,1,330 60 25,Gründerzeitpink,Wilhelminian pink,Rottöne
A97BA6,0 27 1 33,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-60-30/8700,1,330 60 30,Bühnenlila,Stage mauve,Rottöne
AF76AA,0 32 2 31,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-60-35/8701,1,330 60 35,Pfingstnelkenlila,Cheddar pink mauve,Rottöne
B273AE,0 35 2 30,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-60-40/8702,1,330 60 40,Colomborotlila,Colombo red mauve,Rottöne
B3A3B3,0 8 0 29,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-70-10/8703,1,330 70 10,Nebelrosa,Mist pink,Rottöne
B69FB5,0 12 0 28,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-70-15/8704,1,330 70 15,Lauchblütenpink,Leek blossom pink,Rottöne
BD9CBA,0 17 1 25,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-70-20/8705,1,330 70 20,Erdbeerrosa,Strawberry pink,Rottöne
C398BE,0 22 2 23,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-70-25/8706,1,330 70 25,Purpurrosa,Purple pink,Rottöne
C695BF,0 24 3 22,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-70-30/8707,1,330 70 30,Kleeblütenrosa,Clover pink,Rottöne
CFBECD,0 8 0 18,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-80-10/8708,1,330 80 10,Purpurweiß,Purple white,Rottöne
D3BBD1,0 11 0 17,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-80-15/8709,1,330 80 15,Lieblichrosa,Lovely pink,Rottöne
DCB8D5,0 16 3 13,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-80-20/8710,1,330 80 20,Designerrosa,Designer pink,Rottöne
D7D1D8,0 3 0 15,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-85-05/8711,1,330 85 05,Hellmagnolienrosé,Light magnolia rose,Rottöne
DECCDC,0 8 0 12,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-85-10/8712,1,330 85 10,Himbeerrosa,Raspberry pink,Rottöne
E3C9DF,0 11 1 10,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-85-15/8713,1,330 85 15,Himmlischrosa,Heavenly pink,Rottöne
E9E0E4,0 3 2 8,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-330-90-05/8714,1,330 90 05,Delikatessweiß,Delicacy white,Rottöne
363035,0 11 1 78,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-20-05/8715,0,340 20 05,Lakritzschwarz,Liquorice black,Rottöne
392B34,0 24 8 77,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-20-10/8716,0,340 20 10,Mangostanoviolett,Mangosteen violet,Rottöne
3B2534,0 37 11 76,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-20-15/8717,0,340 20 15,Sitterrot,Sitter red,Rottöne
41263A,0 41 10 74,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-20-20/8718,0,340 20 20,Saftviolett,Juice violet,Rottöne
48263D,0 47 15 71,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-20-25/8719,0,340 20 25,Prestigelila,Prestige mauve,Rottöne
4A4449,0 8 1 70,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-30-05/8720,0,340 30 05,Apfelkrautschwarz,Apple herb black,Rottöne
4F3F4A,0 20 6 69,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-30-10/8721,0,340 30 10,Passionsfruchtlila,Passionfruit mauve,Rottöne
533C4C,0 27 8 67,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-30-15/8722,0,340 30 15,Dunkelfeigenviolett,Dark fig violet,Rottöne
57394D,0 34 11 65,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-30-20/8723,0,340 30 20,Rubinviolett,Ruby violet,Rottöne
5D3552,0 43 11 63,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-30-25/8724,0,340 30 25,Brombeertiefrot,Blackberry deep red,Rottöne
5F3052,0 49 13 62,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-30-30/8725,0,340 30 30,Tiefrot,Deep red,Rottöne
632954,0 58 15 61,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-30-35/8726,0,340 30 35,Samtlila,Velvet mauve,Rottöne
682455,0 65 18 59,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-30-38/8727,0,340 30 38,Waldfruchtrot,Forest fruit red,Rottöne
60595F,0 7 1 62,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-40-05/8728,0,340 40 05,Lilabraun,Mauve brown,Rottöne
665661,0 15 4 60,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-40-10/8729,0,340 40 10,Spinellgrau,Spinel grey,Rottöne
6B5363,0 22 7 58,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-40-15/8730,0,340 40 15,Erdbraunviolett,Earth brown violet,Rottöne
704F65,0 29 9 56,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-40-20/8731,0,340 40 20,Dahlienmattrot,Dahlia matte red,Rottöne
754B69,0 35 10 54,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-40-25/8732,0,340 40 25,Brokatviolett,Brocade violet,Rottöne
79476B,0 41 11 52,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-40-30/8733,0,340 40 30,Krappmagenta,Madder magenta,Rottöne
7B406C,0 47 12 51,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-40-35/8734,0,340 40 35,Clublila,Club mauve,Rottöne
7F3C6D,0 52 14 50,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-40-40/8735,0,340 40 40,Kirschrot,Cherry red,Rottöne
893371,0 62 17 46,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-40-45/8736,0,340 40 45,Magentarot,Magenta red,Rottöne
797277,0 5 1 52,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-50-05/8737,0,340 50 05,Jubiläumsgrau,Jubilee grey,Rottöne
806E7A,0 14 4 49,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-50-10/8738,0,340 50 10,Portweinrot,Port wine red,Rottöne
856A7C,0 20 6 47,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-50-15/8739,0,340 50 15,Rohgranatviola,Raw garnet viola,Rottöne
8A677E,0 25 8 45,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-50-20/8740,0,340 50 20,Kreuzblumenrot,Milkwort red,Rottöne
8E6281,0 30 9 44,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-50-25/8741,0,340 50 25,Rostmagenta,Rust magenta,Rottöne
935E83,0 36 10 42,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-50-30/8742,0,340 50 30,Himbeergeleerot,Raspberry jelly red,Rottöne
975886,0 41 11 40,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-50-35/8743,0,340 50 35,Fingerhutrot,Thimble red,Rottöne
9E5388,0 47 13 38,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-50-40/8744,0,340 50 40,Cyclamonrot,Cyclamen red,Rottöne
A34D89,0 52 15 36,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-50-45/8745,0,340 50 45,Brillantkarmin,Brilliant carmine,Rottöne
948C92,0 5 1 41,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-60-05/8746,1,340 60 05,Erikarotgrau,Heather red grey,Rottöne
998793,0 11 3 40,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-60-10/8747,1,340 60 10,Pianomauve,Piano mauve,Rottöne
A08497,0 17 5 37,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-60-15/8748,1,340 60 15,Abendrosa,Evening pink,Rottöne
A47F99,0 22 6 35,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-60-20/8749,1,340 60 20,Caprimodepink,Capri fashion pink,Rottöne
A87A9A,0 27 8 34,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-60-25/8750,1,340 60 25,Antikpink,Antique hot pink,Rottöne
AD779E,0 31 8 32,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-60-30/8751,1,340 60 30,Wangenrot,Cheek red,Rottöne
B473A0,0 36 11 29,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-60-35/8752,1,340 60 35,Malvenblütenpink,Hollyhock blossom pink,Rottöne
B86FA1,0 39 12 27,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-60-40/8753,1,340 60 40,Bischofsrot,Bishop red,Rottöne
ADA5AB,0 4 1 32,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-70-05/8754,1,340 70 05,Lilagrau,Mauve grey,Rottöne
B3A1AE,0 10 2 29,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-70-10/8755,1,340 70 10,Buchweizenlila,Buckwheat mauve,Rottöne
BB9DB2,0 16 4 26,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-70-15/8756,1,340 70 15,Malvenrosa,Hollyhock pink,Rottöne
BF9AB4,0 19 5 25,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-70-20/8757,1,340 70 20,Idyllenrosa,Idyllic pink,Rottöne
C495B4,0 23 8 23,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-70-25/8758,1,340 70 25,Windenblütenpink,Morning glory pink,Rottöne
CB90B9,0 29 8 20,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-70-30/8759,1,340 70 30,Softfuchsia,Soft fuschia,Rottöne
D18DBB,0 32 10 18,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-70-35/8760,1,340 70 35,Prallpink,Firm pink,Rottöne
CBC2C6,0 4 2 20,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-80-05/8761,1,340 80 05,Pianograurosé,Piano grey rose,Rottöne
D2BFCB,0 9 3 17,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-80-10/8762,1,340 80 10,Minzblütenrosé,Mint blossom rose,Rottöne
D7BACD,0 13 4 15,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-80-15/8763,1,340 80 15,Skandalrosé,Scandalous rose,Rottöne
DEB7CF,0 17 6 12,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-80-20/8764,1,340 80 20,Bonbonrosa,Bonbon rose,Rottöne
D7CED4,0 4 1 15,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-85-05/8765,1,340 85 05,Erdbeercreme,Strawberry cream,Rottöne
E0CBD9,0 9 3 12,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-85-10/8766,1,340 85 10,Hellflamingopink,Light flamingo pink,Rottöne
E8C9DC,0 13 5 9,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-85-15/8767,1,340 85 15,Lacklila,Lacquer mauve,Rottöne
E9DFE2,0 4 3 8,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-90-05/8768,1,340 90 05,Rosenweiß,Rose white,Rottöne
EFE6ED,0 3 0 6,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-340-93-05/8769,1,340 93 05,Kleiderrosa,Dress pink,Rottöne
392C34,0 22 8 77,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-20-10/8770,0,350 20 10,Glühweinrot,Mulled wine red,Rottöne
3E2934,0 33 16 75,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-20-15/8771,0,350 20 15,Sanftrot,Soft red,Rottöne
442435,0 47 22 73,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-20-20/8772,0,350 20 20,Sternrubin,Star ruby,Rottöne
472136,0 53 23 72,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-20-25/8773,0,350 20 25,Chilischwarzrot,Chilli black red,Rottöne
521C39,0 65 30 67,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-20-30/8774,0,350 20 30,Tulpenbaumpurpur,Tulip poplar purple,Rottöne
4F4047,0 18 10 69,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-30-10/8775,0,350 30 10,Sperlinggraurot,Sparrow grey red,Rottöne
553E49,0 27 14 66,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-30-15/8776,0,350 30 15,Kieselrot,Siliceous red,Rottöne
5B3A4A,0 36 18 64,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-30-20/8777,0,350 30 20,Likörrot,Liqueur red,Rottöne
5F354B,0 44 21 62,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-30-25/8778,0,350 30 25,Weingummirot,Wine gummy red,Rottöne
65324C,0 50 24 60,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-30-30/8779,0,350 30 30,Burlatrot,Burlat red,Rottöne
682A4C,0 59 26 59,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-30-35/8780,0,350 30 35,Bordeauxrot,Bordeaux red,Rottöne
6C224D,0 68 28 57,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-30-40/8781,0,350 30 40,Trockenblumenpurpur,Dried flower purple,Rottöne
685860,0 15 7 59,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-40-10/8782,0,350 40 10,Auberginengrau,Aubergine grey,Rottöne
6D5460,0 22 11 57,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-40-15/8783,0,350 40 15,Schlafmohnmauve,Opium mauve,Rottöne
725062,0 29 14 55,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-40-20/8784,0,350 40 20,Graukarmin,Grey carmine,Rottöne
764C62,0 35 16 53,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-40-25/8785,0,350 40 25,Nektarrot,Nectar red,Rottöne
7D4863,0 42 20 50,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-40-30/8786,0,350 40 30,Dunkelrosé,Dark rose,Rottöne
814264,0 48 22 49,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-40-35/8787,0,350 40 35,Bonbonrot,Bonbon red,Rottöne
863F65,0 52 24 47,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-40-40/8788,0,350 40 40,Zyklamenrot,Cyclamen red,Rottöne
8A3765,0 60 26 45,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-40-45/8789,0,350 40 45,Puderrot,Powder red,Rottöne
922D66,0 69 30 42,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-40-50/8790,0,350 40 50,Krapprot,Madder red,Rottöne
806E77,0 14 7 49,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-50-10/8791,0,350 50 10,Unschuldsrosa,Innocent pink,Rottöne
866B78,0 20 10 47,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-50-15/8792,0,350 50 15,Stumpfviolett,Blunt violet,Rottöne
8C677A,0 26 12 45,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-50-20/8793,0,350 50 20,Korundrot,Corundum red,Rottöne
92637B,0 32 15 42,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-50-25/8794,0,350 50 25,Batikpink,Batik pink,Rottöne
97617D,0 35 17 40,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-50-30/8795,0,350 50 30,Beryllrot,Beryl red,Rottöne
9F5A7C,0 43 22 37,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-50-35/8796,0,350 50 35,Hochrot,Crimson,Rottöne
A1557B,0 47 23 36,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-50-40/8797,0,350 50 40,Krapprosa,Madder rose,Rottöne
A6507E,0 51 24 34,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-50-45/8798,0,350 50 45,Signalpink,Signal pink,Rottöne
B14A7E,0 58 28 30,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-50-50/8799,0,350 50 50,Nagellackpink,Nail polish pink,Rottöne
9A8892,0 11 5 39,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-60-10/8800,1,350 60 10,Jugendstilviolett,Art Nouveau violet,Rottöne
A08492,0 17 8 37,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-60-15/8801,1,350 60 15,Mohairrosa,Mohair pink,Rottöne
A88195,0 23 11 34,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-60-20/8802,1,350 60 20,Heideblumenviolett,Heather violet,Rottöne
AE7C94,0 28 14 31,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-60-25/8803,1,350 60 25,Heidekrautrosé,Heather rose,Rottöne
B57996,0 33 17 29,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-60-30/8804,1,350 60 30,Venetianerrosa,Venetian pink,Rottöne
B97396,0 37 18 27,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-60-35/8805,1,350 60 35,Dolomitrot,Dolomite red,Rottöne
C06F97,0 42 21 24,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-60-40/8806,1,350 60 40,Kamelienrosa,Camellia pink,Rottöne
C36B99,0 45 21 23,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-60-45/8807,1,350 60 45,Persischrosa,Persian pink,Rottöne
B6A3AB,0 10 6 28,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-70-10/8808,1,350 70 10,Kaltrosa,Cold pink,Rottöne
BC9EAC,0 15 8 26,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-70-15/8809,1,350 70 15,Schattenrosa,Shady pink,Rottöne
C098AC,0 20 10 24,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-70-20/8810,1,350 70 20,Grasnelkenrosa,Ladys cushions pink,Rottöne
CA97AF,0 25 13 20,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-70-25/8811,1,350 70 25,Korallenrosa,Coral pink,Rottöne
D192B0,0 30 15 18,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-70-30/8812,1,350 70 30,Technorosa,Techno pink,Rottöne
D78EB1,0 33 17 15,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-70-35/8813,1,350 70 35,Kaugummipink,Chewing gum pink,Rottöne
D2BDC6,0 9 5 17,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-80-10/8814,1,350 80 10,Magnolienweiß,Magnolia white,Rottöne
D9BAC7,0 14 8 14,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-80-15/8815,1,350 80 15,Frühlingsrosa,Spring pink,Rottöne
E0B6CB,0 18 9 12,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-80-20/8816,1,350 80 20,Hellpink,Light pink,Rottöne
D8CED4,0 4 1 15,https://www.ral-farben.de/farbe/ral-design-system-plus/ral-350-85-05/8817,1,350 85 05,Elfenweiß,Fairy white,Rottöne
